Episode,TotalReward
154,116.36000000000614
155,154.99000000002272
156,138.8999999999956
157,111.25999999998426
158,188.640000000008
159,176.54000000002867
160,174.6900000000202
161,103.65999999998895
162,91.06999999998357
163,137.93000000002684
164,102.03999999999733
165,123.770000000009
166,222.40000000002675
167,238.88000000002089
168,119.36000000000162
169,108.62000000001241
170,119.39999999999502
171,207.10000000001568
172,135.9799999999916
173,188.3300000000157
174,175.57000000002066
175,166.5200000000249
176,138.8700000000186
177,58.41999999998877
178,141.18000000001663
179,257.82000000001665
180,135.9899999999991
181,160.8800000000002
182,172.62000000001106
183,193.0599999999921
184,212.48000000001676
185,196.52000000002226
186,39.959999999988824
187,107.40000000000782
188,375.760000000031
189,237.7200000000266
190,153.6700000000142
191,134.67000000003236
192,199.72000000002222
193,179.32000000001491
194,206.21000000002633
195,126.2599999999989
196,180.50000000001413
197,91.47999999998575
198,210.51000000002531
199,153.7700000000012
200,179.4700000000295
201,207.76000000000997
202,249.09000000002862
203,171.93000000001635
204,193.9000000000169
205,123.91999999999534
206,216.19000000002123
207,146.39000000002224
208,135.11999999999784
209,255.83000000001897
210,139.7600000000113
211,39.599999999997905
212,175.84000000002095
213,146.92000000002486
214,133.76000000002006
215,230.8300000000284
216,222.94000000002313
217,247.3000000000331
218,193.94000000001623
219,161.70000000000437
220,70.41999999998959
221,78.62999999998019
222,100.5699999999845
223,112.94999999999341
224,88.32999999999167
225,125.41000000000288
226,228.35000000001762
227,180.03000000000154
228,169.87000000002558
229,170.91000000001367
230,89.42999999998429
231,152.4900000000217
232,105.27999999999528
233,180.20000000001573
234,139.92000000002156
235,206.66000000002322
236,105.43999999999022
237,203.26000000003089
238,233.70000000001272
239,132.40000000003016
240,180.90000000002166
241,184.13000000000804
242,131.40000000001888
243,124.64000000001975
244,321.8400000000213
245,139.03000000000662
246,148.11000000001044
247,236.84000000001782
248,271.61000000002673
249,213.26000000002756
250,196.79000000001727
251,164.29000000002205
252,170.46000000002704
253,193.0400000000165
254,237.39000000002386
255,254.520000000013
256,187.52000000001544
257,206.93000000001717
258,187.2000000000316
259,93.68999999998596
260,284.5700000000286
261,211.98999999999933
262,173.80000000001024
263,171.61000000001548
264,210.03000000002453
265,228.78000000000804
266,231.7700000000205
267,223.55000000001382
268,194.32000000002276
269,192.56000000001356
270,184.2600000000167
271,215.30000000001138
272,170.04000000001705
273,160.62000000001927
274,150.26999999999538
275,258.0800000000153
276,183.03000000002365
277,248.85000000001872
278,217.06000000001006
279,177.72000000002222
280,160.61000000001644
281,217.89000000001786
282,201.62000000001626
283,210.78000000003374
284,263.3200000000303
285,242.60000000002543
286,343.100000000028
287,307.2500000000274
288,236.96000000001266
289,150.43999999999843
290,167.71000000002084
291,144.37000000000765
292,230.7500000000283
293,244.0000000000211
294,321.29000000002844
295,220.3600000000235
296,233.3300000000172
297,228.79000000001292
298,174.4199999999956
299,256.3500000000227
300,168.11000000001374
301,140.65999999999786
302,184.6400000000183
303,192.66000000002336
304,195.56000000002942
305,194.5200000000118
306,208.03000000003172
307,247.47000000001583
308,285.75000000003183
309,251.82000000002722
310,365.37000000002905
311,206.47000000001273
312,164.8900000000026
313,282.8600000000248
314,204.53000000001623
315,300.16000000002236
316,166.4000000000127
317,204.8000000000074
318,221.59000000001342
319,250.92000000001798
320,205.07000000001725
321,212.18000000001382
322,259.6400000000184
323,182.65000000001493
324,188.1500000000113
325,236.35000000000892
326,176.59000000001467
327,227.6400000000172
328,266.9800000000118
329,258.8800000000163
330,248.52000000001829
331,257.7500000000191
332,180.1300000000143
333,239.2400000000255
334,304.04000000002736
335,241.52000000002374
336,158.05000000001627
337,169.67000000002335
338,193.11000000000996
339,153.49000000000024
340,203.49000000001004
341,406.38000000002484
342,214.30000000001255
343,258.35000000002816
344,172.95000000002094
345,285.22000000002646
346,185.8600000000196
347,366.7900000000285
348,349.920000000029
349,91.97999999998484
350,200.32000000002455
351,151.98000000002102
352,332.0600000000239
353,332.02000000001874
354,224.1000000000106
355,246.40000000003232
356,192.4900000000246
357,233.31000000001302
358,186.64000000000638
359,201.62000000001782
360,278.5000000000158
361,182.15000000001422
362,133.17999999999597
363,304.180000000021
364,352.9000000000194
365,213.62000000001817
366,154.8700000000174
367,250.91000000002248
368,255.75000000002558
369,189.38000000002285
370,198.06000000002317
371,255.63000000001546
372,152.59000000002294
373,239.1600000000201
374,316.9900000000129
375,235.0800000000263
376,206.58000000001735
377,150.74000000000552
378,204.9100000000144
379,234.5700000000269
380,315.4100000000213
381,224.67000000002912
382,142.77000000001067
383,132.17000000000365
384,222.3000000000218
385,280.79000000002816
386,220.91000000002708
387,415.9300000000272
388,307.54000000002713
389,208.76000000002546
390,175.0300000000223
391,307.2000000000152
392,131.30000000001877
393,215.20000000001778
394,176.00000000000702
395,286.5800000000155
396,187.30000000002343
397,211.99000000001868
398,143.43000000002414
399,155.17000000001198
400,253.9500000000142
401,217.4000000000139
402,151.79000000002353
403,324.28000000002
404,274.8100000000174
405,199.12000000001962
406,202.97000000001606
407,218.4800000000127
408,222.99000000001607
409,275.86000000001405
410,192.09000000000847
411,202.85000000002574
412,202.5800000000285
413,271.9700000000278
414,229.7500000000134
415,169.11000000001445
416,199.96000000001197
417,285.2800000000163
418,249.2100000000222
419,273.8500000000177
420,196.86000000001383
421,193.86000000002292
422,281.92000000001923
423,156.2300000000222
424,253.31000000002985
425,247.02000000001715
426,341.80000000002843
427,179.59000000002592
428,274.3200000000164
429,259.91000000002003
430,242.1800000000141
431,203.1500000000215
432,172.80000000002082
433,284.1500000000226
434,191.04000000002813
435,271.0300000000258
436,295.6200000000314
437,281.8800000000262
438,371.4200000000201
439,285.6400000000245
440,255.58000000001124
441,343.4400000000155
442,170.44000000001736
443,169.52999999999824
444,280.85000000002356
445,202.7800000000054
446,260.48000000002776
447,190.78000000000844
448,337.5800000000204
449,201.9500000000135
450,210.76000000002188
451,226.32000000001764
452,310.07000000001716
453,315.530000000013
454,154.8200000000077
455,276.6400000000153
456,258.1100000000237
457,274.5000000000222
458,182.08000000002917
459,179.07000000001864
460,320.54000000003145
461,333.9300000000225
462,144.38000000000605
463,256.2800000000245
464,261.36000000001525
465,230.2500000000149
466,217.0000000000223
467,184.9300000000143
468,241.7600000000187
469,319.37000000002905
470,79.07999999999276
471,271.9100000000097
472,258.7300000000256
473,361.13000000002734
474,258.59000000001083
475,168.14000000000712
476,295.8800000000218
477,117.90999999999912
478,350.630000000008
479,301.5000000000115
480,309.77000000001544
481,244.13000000001944
482,248.11000000001638
483,278.5500000000272
484,282.45000000002534
485,190.82000000001128
486,284.480000000012
487,395.64000000002386
488,170.79000000002102
489,253.08000000001954
490,234.04000000001275
491,217.82000000001645
492,197.02000000001638
493,397.6200000000199
494,327.69000000002546
495,150.76000000001767
496,324.5000000000133
497,289.56000000001444
498,235.99000000001297
499,224.950000000024
500,332.22000000001583
501,290.4600000000277
502,316.4800000000261
503,249.45000000001153
504,256.8700000000229
505,342.29000000004265
506,237.22000000001566
507,315.01000000000977
508,327.57000000003126
509,317.4500000000123
510,204.770000000026
511,385.5200000000189
512,361.58000000001766
513,262.72000000001754
514,303.3300000000294
515,318.500000000026
516,378.2700000000225
517,394.3100000000211
518,257.08000000001255
519,245.41000000002714
520,234.31000000001634
521,364.8400000000223
522,356.3200000000236
523,276.35000000002054
524,289.8000000000162
525,281.8800000000272
526,146.64000000001843
527,398.1000000000322
528,117.70000000000564
529,154.68999999999198
530,255.71000000002147
531,431.26000000002983
532,226.4100000000164
533,343.73000000001235
534,271.19000000002274
535,311.0300000000118
536,315.9800000000228
537,324.0700000000187
538,315.82000000001847
539,183.42000000000937
540,319.9000000000234
541,321.6800000000235
542,283.4900000000235
543,323.61000000001576
544,248.95000000001835
545,182.26000000002648
546,350.2800000000214
547,462.4600000000234
548,272.0300000000195
549,173.7999999999928
550,425.9300000000294
551,304.68000000001297
552,278.91000000001344
553,193.96000000001595
554,248.71000000003005
555,274.6200000000167
556,265.5400000000158
557,365.4700000000235
558,379.980000000026
559,235.79000000001764
560,324.6400000000242
561,229.91000000002157
562,350.02000000002903
563,222.66000000002322
564,293.42000000002173
565,254.49000000002178
566,324.80000000001945
567,307.3700000000153
568,215.5500000000166
569,213.40000000000404
570,280.80000000002036
571,252.59000000002186
572,234.6499999999992
573,353.5900000000245
574,261.4000000000111
575,304.8500000000222
576,254.28000000000048
577,344.590000000023
578,288.68000000001274
579,288.5300000000161
580,249.34000000001845
581,265.14000000003153
582,237.56000000000736
583,211.71000000002198
584,403.2100000000272
585,413.6000000000188
586,252.4700000000252
587,240.2800000000111
588,322.53000000001794
589,329.40000000002595
590,211.89000000000183
591,244.15000000002158
592,287.05000000001877
593,376.4500000000222
594,354.5000000000201
595,374.5700000000278
596,212.56000000001873
597,250.77000000002465
598,291.25000000002797
599,437.92000000002685
600,304.28000000002436
601,238.0300000000218
602,255.0900000000198
603,365.4400000000263
604,233.4500000000154
605,216.71000000001968
606,267.1400000000345
607,340.57000000001557
608,416.78000000003016
609,354.83000000003767
610,370.63000000001597
611,306.03000000002595
612,216.180000000012
613,374.83000000002437
614,412.9800000000142
615,322.6000000000166
616,269.7800000000117
617,430.20000000003006
618,295.5000000000184
619,282.5600000000268
620,370.8100000000238
621,448.28000000002663
622,331.54000000001173
623,309.54000000000985
624,342.62000000001376
625,368.9600000000327
626,228.42000000001764
627,388.4500000000228
628,289.30000000001064
629,310.85000000001816
630,285.120000000021
631,354.24000000003286
632,294.6800000000154
633,189.3300000000116
634,262.95000000002284
635,276.6200000000372
636,365.05000000001894
637,460.2000000000243
638,194.61000000001567
639,306.7000000000147
640,273.9400000000051
641,375.0200000000281
642,311.30000000001155
643,391.29000000001025
644,370.7600000000227
645,341.9700000000195
646,230.5600000000323
647,320.67000000002594
648,251.48000000002764
649,296.9700000000042
650,222.61000000002085
651,254.20000000002563
652,398.9200000000199
653,294.8200000000148
654,251.27000000001948
655,404.3900000000219
656,235.4700000000302
657,239.08000000001323
658,384.58000000003426
659,292.2000000000205
660,253.75000000002632
661,258.70000000000334
662,396.1400000000315
663,376.49000000003684
664,302.9600000000251
665,238.0800000000158
666,323.2200000000252
667,283.8100000000294
668,223.810000000021
669,199.00000000002916
670,296.970000000027
671,371.39000000002386
672,287.9000000000367
673,330.80000000002684
674,376.2200000000353
675,273.1400000000101
676,296.66000000001395
677,107.14000000001889
678,300.99000000001604
679,326.26000000001346
680,184.44000000002026
681,342.35000000001463
682,204.2300000000072
683,330.2200000000181
684,267.99000000001365
685,328.1300000000269
686,358.31000000002507
687,292.25000000001324
688,318.26000000002665
689,325.18000000002746
690,318.39000000002926
691,324.8900000000185
692,389.56000000002194
693,399.680000000007
694,307.9200000000293
695,253.40000000001362
696,304.6600000000159
697,354.9500000000268
698,359.36000000002406
699,274.9700000000131
700,364.0700000000221
701,456.3600000000349
702,534.5700000000364
703,365.3400000000192
704,333.30000000003264
705,219.90000000001214
706,423.60000000002753
707,298.64000000001334
708,349.12000000001893
709,421.56000000002274
710,311.42000000001906
711,392.55000000001877
712,267.3100000000153
713,389.86000000002775
714,278.10000000000565
715,376.2600000000105
716,419.9800000000216
717,176.85000000000784
718,295.9400000000264
719,254.50000000001046
720,327.4900000000134
721,313.7000000000043
722,273.85000000002583
723,376.9900000000269
724,275.2300000000281
725,397.0800000000165
726,371.8200000000302
727,199.64000000001877
728,276.4800000000148
729,375.10000000003004
730,247.58000000002232
731,281.3800000000284
732,371.57000000001676
733,367.5000000000244
734,325.0400000000363
735,257.6000000000178
736,281.0400000000284
737,269.1300000000059
738,145.8200000000119
739,338.37000000001996
740,374.7300000000203
741,386.8600000000209
742,267.8100000000155
743,374.06000000001814
744,314.68000000002553
745,255.37000000001996
746,229.3100000000104
747,304.4100000000219
748,313.4700000000202
749,267.350000000017
750,167.00000000001475
751,333.59000000001936
752,208.07000000001474
753,377.25000000002495
754,284.4300000000133
755,323.86000000002315
756,393.93000000003
757,281.4900000000286
758,349.5400000000285
759,472.01000000003296
760,363.9100000000176
761,241.56000000000773
762,363.26000000002176
763,248.5500000000145
764,418.4400000000238
765,303.25000000002734
766,204.65000000002138
767,246.72000000000168
768,309.2000000000276
769,264.19000000000227
770,271.14000000000834
771,250.3800000000212
772,311.6700000000143
773,282.29000000002793
774,250.32000000001
775,327.4200000000195
776,335.4900000000171
777,352.07000000002637
778,290.46000000002954
779,209.5300000000216
780,455.6500000000285
781,268.4400000000115
782,372.05000000001627
783,361.87000000002047
784,373.9000000000246
785,353.78000000001435
786,490.8600000000356
787,270.6000000000257
788,300.730000000011
789,318.8700000000292
790,392.83000000001914
791,399.82000000002927
792,378.270000000028
793,426.6100000000272
794,302.00000000001774
795,378.2100000000391
796,376.4500000000164
797,323.1900000000124
798,408.5800000000209
799,523.0500000000235
800,319.44000000002575
801,419.77000000003
802,225.6000000000285
803,243.26000000001545
804,256.90000000002084
805,208.61000000002304
806,293.4000000000161
807,239.9700000000148
808,189.05000000000962
809,257.9500000000234
810,172.44999999999706
811,264.52000000001584
812,235.18000000001174
813,302.3600000000116
814,225.39000000001568
815,191.87000000001194
816,322.6900000000197
817,244.06000000001563
818,245.21000000002346
819,200.61000000002042
820,341.9600000000256
821,340.8600000000293
822,323.37000000001353
823,310.01000000002495
824,125.15000000001335
825,224.64000000000314
826,376.71000000002505
827,290.35000000002134
828,396.900000000022
829,420.94000000001995
830,420.30000000002707
831,416.380000000024
832,325.14000000002164
833,465.5300000000307
834,357.56000000002416
835,328.1100000000208
836,406.1500000000163
837,269.6400000000244
838,306.02000000001476
839,360.3000000000192
840,193.01000000001306
841,164.28000000000617
842,353.86000000001616
843,445.93000000002854
844,126.60000000000643
845,297.330000000031
846,443.6700000000331
847,310.18000000002877
848,266.63000000002455
849,157.739999999998
850,419.4400000000309
851,473.75000000002177
852,553.0700000000273
853,321.8300000000249
854,425.580000000031
855,281.7000000000123
856,361.23000000002423
857,354.0700000000154
858,331.2900000000251
859,344.26000000001505
860,301.26000000001545
861,305.93000000002445
862,358.70000000001846
863,188.1700000000073
864,283.5700000000153
865,364.72000000002924
866,503.9000000000393
867,299.77000000002295
868,324.50000000002353
869,144.39000000001118
870,320.0200000000173
871,220.43000000001533
872,380.1900000000254
873,491.7500000000234
874,222.3500000000173
875,369.72000000002316
876,221.04000000000983
877,353.8900000000192
878,298.78000000001634
879,477.09000000002277
880,201.13000000002066
881,399.65000000002976
882,257.0500000000226
883,274.53000000002396
884,345.0300000000193
885,363.94000000001284
886,237.08000000000897
887,308.38000000002194
888,352.1300000000229
889,345.56000000001745
890,318.50000000001785
891,358.10000000002344
892,233.810000000011
893,179.91000000001145
894,285.67000000002906
895,350.27000000002397
896,402.2000000000191
897,247.88000000001824
898,298.57000000001705
899,340.4700000000297
900,258.06000000001677
901,261.17000000002247
902,380.98000000002133
903,350.91000000002464
904,305.7300000000253
905,327.530000000025
906,289.3500000000237
907,503.61000000003025
908,318.1300000000251
909,388.6400000000203
910,183.01000000000968
911,276.2700000000114
912,408.4100000000328
913,377.35000000001406
914,405.7600000000266
915,250.0200000000167
916,343.1200000000043
917,230.28000000000978
918,421.95000000003
919,345.4800000000187
920,433.7500000000234
921,215.32000000001423
922,409.74000000001774
923,390.680000000019
924,291.6000000000164
925,286.3700000000258
926,220.91000000001287
927,299.93000000002377
928,222.38000000001787
929,310.2600000000257
930,335.14000000001414
931,500.75000000002626
932,358.27000000002363
933,385.8800000000304
934,406.95000000002165
935,419.6300000000228
936,314.10000000000844
937,306.40000000001686
938,369.3400000000123
939,222.4400000000152
940,395.64000000002204
941,448.8000000000259
942,371.38000000001813
943,356.99000000001195
944,245.9700000000115
945,361.3300000000239
946,291.59000000001845
947,483.8300000000302
948,390.41000000001435
949,247.52000000001448
950,276.1000000000159
951,346.59000000002857
952,248.9700000000101
953,430.750000000032
954,383.51000000002097
955,417.93000000001075
956,323.0300000000233
957,375.1200000000289
958,450.36000000002963
959,211.93000000001513
960,322.01000000002233
961,306.14000000002716
962,185.22000000002268
963,291.70000000001664
964,336.66000000002305
965,346.4200000000235
966,384.03000000002316
967,368.2100000000155
968,383.640000000027
969,366.04000000001315
970,380.4300000000115
971,429.810000000029
972,439.7200000000332
973,419.2700000000232
974,451.0400000000369
975,168.32000000001054
976,147.71999999999866
977,231.63000000002557
978,239.46000000000998
979,436.0800000000182
980,371.61000000003264
981,329.70000000002256
982,333.1800000000208
983,343.5900000000226
984,472.87000000002206
985,372.2900000000201
986,270.7700000000281
987,272.6400000000192
988,290.21000000002033
989,415.2800000000224
990,415.18000000001837
991,461.18000000002644
992,437.48000000002753
993,311.7000000000176
994,277.61000000001803
995,265.3600000000217
996,430.21000000003164
997,256.69000000002217
998,438.23000000003543
999,412.2300000000271
1000,286.9700000000284
1001,266.5700000000082
1002,372.0100000000207
1003,297.0100000000264
1004,195.35000000000989
1005,347.8200000000139
1006,386.3800000000168
1007,265.07000000002563
1008,448.6400000000182
1009,330.340000000021
1010,340.21000000002533
1011,441.7700000000264
1012,235.44000000000264
1013,342.9300000000208
1014,246.24000000002377
1015,315.04000000001406
1016,324.75000000001467
1017,319.0100000000222
1018,383.7200000000245
1019,480.1800000000233
1020,387.11000000001263
1021,466.66000000002924
1022,510.1000000000168
1023,155.96999999999775
1024,288.1900000000251
1025,344.4300000000214
1026,341.3900000000327
1027,358.99000000002366
1028,494.86000000003406
1029,306.4500000000183
1030,350.53000000003556
1031,346.2800000000291
1032,259.020000000012
1033,338.3900000000192
1034,372.5800000000278
1035,333.9900000000134
1036,266.8200000000229
1037,232.2900000000084
1038,338.07000000001784
1039,315.1200000000222
1040,171.69000000000696
1041,367.34000000002317
1042,391.46000000002897
1043,351.13000000002376
1044,361.3800000000241
1045,273.6600000000179
1046,298.61000000002963
1047,284.01000000002364
1048,336.56000000002155
1049,505.5400000000286
1050,424.46000000002186
1051,216.30000000000024
1052,400.7000000000316
1053,389.83000000001675
1054,402.06000000003047
1055,240.34000000000793
1056,326.24000000001627
1057,301.4700000000255
1058,337.6500000000186
1059,498.52000000002573
1060,334.4100000000262
1061,240.28000000000935
1062,135.189999999998
1063,447.49000000002724
1064,312.57000000002296
1065,251.18000000001274
1066,284.8200000000128
1067,442.43000000003195
1068,486.7800000000281
1069,328.11000000002764
1070,251.9400000000242
1071,406.43000000002445
1072,300.57000000002614
1073,306.2900000000255
1074,366.5900000000165
1075,324.73000000003356
1076,212.98000000001915
1077,230.94000000002535
1078,365.70000000002324
1079,233.4700000000152
1080,268.30000000002326
1081,397.18000000003354
1082,497.5300000000224
1083,329.6600000000315
1084,362.38000000001165
1085,298.22000000001884
1086,293.96000000003136
1087,418.40000000003135
1088,229.72000000001896
1089,320.5000000000228
1090,376.94000000002904
1091,380.77000000001476
1092,339.7400000000177
1093,547.1700000000377
1094,266.5900000000072
1095,232.21000000000402
1096,475.59000000002527
1097,402.98000000003293
1098,419.2300000000258
1099,490.0900000000325
1100,317.04000000002986
1101,404.46000000003465
1102,388.3300000000262
1103,383.2900000000309
1104,304.7100000000073
1105,408.2000000000238
1106,384.2200000000332
1107,396.6400000000304
1108,286.48000000001593
1109,401.45000000002074
1110,372.2800000000123
1111,291.5200000000066
1112,235.85000000002623
1113,385.33000000001795
1114,390.9300000000285
1115,239.6000000000123
1116,287.73000000002327
1117,452.3300000000145
1118,258.3100000000166
1119,431.7500000000154
1120,294.1800000000246
1121,362.5300000000179
1122,199.13000000001256
1123,312.86000000001195
1124,379.8100000000207
1125,389.69000000002643
1126,346.2900000000245
1127,268.69000000002507
1128,365.33000000002164
1129,302.96000000001686
1130,318.8300000000177
1131,276.55000000001354
1132,294.1500000000145
1133,370.6600000000197
1134,280.51000000002256
1135,423.0600000000268
1136,231.32000000000374
1137,292.67000000002497
1138,411.3800000000175
1139,239.90000000001336
1140,222.31000000000935
1141,382.7300000000211
1142,271.9400000000204
1143,305.1100000000147
1144,250.36000000001923
1145,335.2100000000273
1146,214.6000000000205
1147,295.1000000000259
1148,274.58000000001357
1149,370.51000000002233
1150,313.7900000000215
1151,302.83000000001164
1152,235.44000000001012
1153,242.94000000001114
1154,457.34000000003095
1155,344.5400000000047
1156,285.87000000003184
1157,360.3600000000205
1158,295.0400000000151
1159,258.94000000001034
1160,402.5300000000192
1161,347.420000000023
1162,417.8300000000241
1163,343.15000000001976
1164,354.2100000000296
1165,199.9200000000096
1166,601.90000000004
1167,412.290000000022
1168,496.4900000000259
1169,345.9100000000337
1170,482.4900000000301
1171,390.5400000000263
1172,399.3200000000247
1173,283.5700000000271
1174,518.8100000000346
1175,456.6300000000282
1176,275.10000000000684
1177,312.51000000001613
1178,269.9500000000253
1179,300.3700000000271
1180,378.22000000001924
1181,391.64000000003267
1182,234.5200000000144
1183,336.7300000000246
1184,258.30000000001735
1185,315.90000000002755
1186,414.53000000004243
1187,400.040000000021
1188,210.12000000001632
1189,342.86000000002167
1190,410.230000000026
1191,328.20000000001824
1192,244.32000000001688
1193,238.9500000000246
1194,159.20000000001224
1195,257.45000000002005
1196,286.640000000016
1197,399.6500000000234
1198,323.2700000000178
1199,341.50000000003234
1200,386.93000000001695
1201,182.2500000000143
1202,281.8900000000149
1203,277.19000000001853
1204,259.6700000000151
1205,387.71000000001425
1206,383.1700000000102
1207,352.9900000000172
1208,305.41000000002686
1209,269.3700000000205
1210,378.95000000002926
1211,236.61000000001334
1212,338.85000000001935
1213,218.83000000002224
1214,416.03000000002424
1215,382.14000000002466
1216,453.5000000000197
1217,383.3700000000276
1218,303.21000000001646
1219,494.6200000000279
1220,208.95000000002457
1221,552.1400000000434
1222,386.080000000032
1223,304.0800000000172
1224,329.6100000000117
1225,187.77000000001524
1226,279.32000000002444
1227,471.7500000000359
1228,426.50000000002564
1229,327.97000000002646
1230,251.79000000001088
1231,437.3800000000219
1232,353.4400000000277
1233,403.87000000002183
1234,364.0900000000149
1235,357.5700000000265
1236,469.8200000000235
1237,290.60000000002105
1238,330.69000000001614
1239,514.6900000000292
1240,333.2700000000247
1241,359.44000000001955
1242,402.2100000000267
1243,380.60000000002077
1244,298.6100000000222
1245,201.08000000002556
1246,393.3200000000189
1247,551.570000000035
1248,290.3900000000119
1249,292.19000000003297
1250,397.24000000002553
1251,584.3400000000357
1252,270.70000000001573
1253,351.9200000000242
1254,312.8900000000182
1255,329.8200000000259
1256,271.2400000000168
1257,371.0900000000284
1258,259.1700000000188
1259,408.39000000002216
1260,431.2800000000283
1261,347.5300000000228
1262,378.49000000002366
1263,313.38000000002324
1264,296.2600000000209
1265,430.43000000002866
1266,442.72000000002373
1267,396.7400000000189
1268,277.77999999999975
1269,398.18000000001837
1270,338.8100000000153
1271,366.7200000000252
1272,335.9200000000164
1273,339.7300000000269
1274,497.6800000000264
1275,246.65000000001407
1276,369.83000000001886
1277,517.8200000000297
1278,347.9800000000214
1279,487.1900000000251
1280,507.85000000003254
1281,337.71000000001595
1282,248.03000000001566
1283,396.23000000001775
1284,547.560000000035
1285,357.1400000000228
1286,353.58000000002215
1287,387.6900000000275
1288,559.1400000000383
1289,259.1600000000221
1290,313.8500000000188
1291,348.58000000002994
1292,412.7100000000243
1293,321.95000000002693
1294,370.36000000001223
1295,393.9100000000162
1296,304.7100000000242
1297,404.77000000002613
1298,301.46000000001715
1299,418.97000000001844
1300,357.2500000000274
1301,337.9700000000188
1302,349.0800000000197
1303,267.88000000001864
1304,541.470000000031
1305,311.39000000001505
1306,401.85000000002515
1307,336.7800000000226
1308,223.63000000001574
1309,452.1000000000259
1310,281.94000000002274
1311,384.6000000000167
1312,272.97000000001447
1313,355.10000000002657
1314,328.1600000000171
1315,420.3300000000185
1316,489.87000000002587
1317,423.2500000000226
1318,329.7600000000173
1319,397.5800000000147
1320,364.26000000002483
1321,372.59000000002214
1322,434.7500000000279
1323,286.52000000002243
1324,403.65000000002163
1325,277.8700000000162
1326,279.88000000001267
1327,391.5500000000173
1328,399.6400000000258
1329,247.92000000002213
1330,314.5200000000132
1331,399.4000000000131
1332,427.97000000002856
1333,291.7600000000173
1334,384.9000000000183
1335,398.3600000000306
1336,287.96000000001897
1337,482.6700000000251
1338,425.92000000002866
1339,438.06000000002626
1340,364.9500000000333
1341,270.4900000000242
1342,357.7700000000148
1343,404.4100000000253
1344,337.01000000001164
1345,240.1100000000228
1346,421.29000000002054
1347,371.68000000002513
1348,351.3200000000183
1349,366.62000000002917
1350,643.9100000000354
1351,361.320000000024
1352,405.70000000003324
1353,264.51000000001983
1354,495.70000000002904
1355,406.340000000025
1356,247.2200000000289
1357,505.6700000000284
1358,389.340000000027
1359,293.86000000001616
