Episode,TotalReward,MovingAvgReward,EpisodeLength,Loss,MeanQ,Epsilon,ExplorationRate
4229,493.560000000025,464.5223000000249,3405,0.4637520909309387,14.709491729736328,0.1,0.125
4230,523.5600000000336,463.5669000000248,4335,0.759913444519043,24.677207946777344,0.1,0.125
4231,405.03000000002777,464.3650000000249,3628,13.187674522399902,11.012309074401855,0.1,0.0
4232,556.9900000000372,463.44140000002494,4497,28.672229766845703,14.418315887451172,0.1,0.125
4233,456.02000000002243,464.2850000000251,3044,0.5346895456314087,16.476032257080078,0.1,0.0
4234,527.1000000000301,462.5085000000249,3721,1.012215256690979,19.342914581298828,0.1,0.0
4235,415.29000000003055,463.6350000000251,3912,1.3446340560913086,22.470300674438477,0.1,0.125
4236,535.830000000031,463.5283000000252,3903,20.100923538208008,23.468467712402344,0.1,0.0
4237,489.5400000000198,464.56750000002523,3202,0.4956412613391876,17.090545654296875,0.1,0.0
4238,480.8400000000236,464.6849000000252,3247,0.45450836420059204,16.66618537902832,0.1,0.0
4239,486.85000000002526,464.6276000000252,3326,0.6559398174285889,11.793675422668457,0.1,0.125
4240,483.28000000002504,464.3102000000253,3433,0.794691264629364,14.155217170715332,0.1,0.125
4241,450.53000000002237,464.1697000000253,3033,1.6411837339401245,20.304615020751953,0.1,0.0
4242,419.10000000001855,464.3163000000252,3056,0.27751848101615906,16.635696411132812,0.1,0.125
4243,486.48000000002736,464.2878000000252,3588,0.8684499263763428,20.540916442871094,0.1,0.0
4244,467.5900000000258,463.868800000025,3517,0.9515315890312195,15.078901290893555,0.1,0.125
4245,558.3800000000346,462.98550000002507,4273,0.3014592230319977,19.07032012939453,0.1,0.0
4246,539.1100000000223,464.28660000002515,3025,1.5641331672668457,22.657001495361328,0.1,0.0
4247,382.78000000001595,465.14790000002506,2788,0.3964666426181793,13.864814758300781,0.1,0.0
4248,453.65000000002334,464.608300000025,3131,0.6497811079025269,17.860881805419922,0.1,0.375
4249,493.7100000000285,464.97540000002505,3720,1.2941800355911255,19.364994049072266,0.1,0.125
4250,387.25000000002444,466.0732000000251,3251,1.3548692464828491,23.371824264526367,0.1,0.25
4251,278.87000000000864,464.762300000025,2564,0.9984853267669678,19.755340576171875,0.1,0.0
4252,532.5700000000314,463.0915000000249,4034,0.3046519458293915,23.358530044555664,0.1,0.375
4253,382.99000000002155,464.559700000025,2922,1.4788306951522827,23.093902587890625,0.1,0.125
4254,383.6700000000303,464.77560000002484,3959,0.5654100179672241,16.976890563964844,0.1,0.0
4255,486.7100000000237,463.168600000025,3160,0.38535720109939575,19.38814926147461,0.1,0.125
4256,423.63000000002353,463.43810000002486,3373,0.21055367588996887,19.985431671142578,0.1,0.0
4257,498.76000000002307,461.28120000002474,3095,0.25073713064193726,12.394002914428711,0.1,0.125
4258,444.600000000031,462.10910000002485,4071,0.8907225131988525,15.417755126953125,0.1,0.0
4259,440.4200000000179,462.64770000002494,3574,1.1830805540084839,16.82129669189453,0.1,0.0
4260,472.3000000000343,462.298600000025,4426,4.056800842285156,20.66976547241211,0.1,0.25
4261,354.2900000000193,462.722300000025,3882,0.9944157600402832,24.82254409790039,0.1,0.125
4262,497.5900000000229,461.46510000002485,3127,0.3028377592563629,23.064346313476562,0.1,0.0
4263,423.62000000002587,461.677200000025,4069,0.9584196209907532,18.73932647705078,0.1,0.0
4264,431.72000000001924,462.2383000000249,2749,0.1986985206604004,21.635112762451172,0.1,0.125
4265,445.0000000000211,461.34730000002486,3101,0.24412059783935547,17.40675926208496,0.1,0.5
4266,479.55000000003133,460.76010000002475,4521,0.3638787269592285,21.277542114257812,0.1,0.5
4267,397.06000000002155,461.8857000000249,2905,0.5628962516784668,20.920001983642578,0.1,0.125
4268,390.51000000002296,462.465500000025,3125,0.23242437839508057,23.359416961669922,0.1,0.25
4269,360.15000000001544,461.1037000000249,3086,0.6553791165351868,25.154319763183594,0.1,0.0
4270,422.560000000031,459.53410000002475,4075,0.7883444428443909,18.785747528076172,0.1,0.0
4271,414.7100000000213,459.71400000002495,3165,0.3923656940460205,12.677508354187012,0.1,0.0
4272,320.38000000002336,459.6453000000249,3473,0.9000929594039917,23.73843765258789,0.1,0.125
4273,560.1100000000324,457.92700000002486,4125,0.8371232748031616,25.87460708618164,0.1,0.125
4274,577.4700000000335,458.9986000000249,4144,1.073832392692566,22.108200073242188,0.1,0.0
4275,535.4000000000256,461.25830000002503,3661,0.3798742890357971,15.117463111877441,0.1,0.125
4276,486.3100000000297,462.678100000025,3940,0.7551547288894653,15.92243766784668,0.1,0.125
4277,406.04000000002117,463.438600000025,2892,0.3614746928215027,16.890426635742188,0.1,0.0
4278,571.4600000000396,462.059800000025,4610,0.44126689434051514,23.82103157043457,0.1,0.0
4279,365.99000000002053,463.0981000000252,3002,0.6855572462081909,14.210758209228516,0.1,0.0
4280,518.6000000000317,461.5400000000252,4236,0.2903709411621094,18.83976173400879,0.1,0.25
4281,421.3200000000144,462.2410000000253,2894,0.6950178742408752,23.10927391052246,0.1,0.25
4282,345.08000000001886,462.1095000000252,2688,0.7624510526657104,21.551090240478516,0.1,0.125
4283,542.6000000000301,462.3973000000252,3921,0.3361372947692871,17.430400848388672,0.1,0.0
4284,403.7500000000246,463.12890000002534,3371,0.8252863883972168,20.060413360595703,0.1,0.375
4285,386.4200000000204,463.12470000002526,2829,0.28758734464645386,15.350234985351562,0.1,0.125
4286,490.0300000000289,463.34560000002506,4208,0.6644605398178101,14.640168190002441,0.1,0.25
4287,351.72000000001185,463.21730000002515,2674,0.5448261499404907,8.156185150146484,0.1,0.0
4288,352.1200000000226,462.355700000025,3099,0.5827993154525757,14.947036743164062,0.1,0.25
4289,549.0700000000292,461.61190000002506,3739,0.4416466951370239,17.157217025756836,0.1,0.0
4290,478.4200000000272,462.1996000000251,3989,12.484099388122559,21.12520408630371,0.1,0.0
4291,435.3200000000257,463.13750000002534,3399,0.5940711498260498,22.757577896118164,0.1,0.25
4292,427.7000000000222,463.1727000000254,3156,1.14656400680542,27.29016876220703,0.1,0.125
4293,401.2400000000228,462.7451000000253,3192,0.41931793093681335,17.309585571289062,0.1,0.25
4294,419.5400000000222,462.4002000000253,2977,0.5718364715576172,17.839710235595703,0.1,0.375
4295,523.2100000000396,461.9628000000253,4610,1.9788960218429565,20.437034606933594,0.1,0.0
4296,408.6900000000241,462.28170000002547,3457,0.2602776288986206,14.552303314208984,0.1,0.125
4297,392.690000000022,462.1184000000256,2967,0.18541008234024048,9.676982879638672,0.1,0.0
4298,408.33000000002295,460.6543000000256,3068,0.9934390187263489,13.07020378112793,0.1,0.375
4299,464.87000000002894,459.3045000000256,3789,0.6222414970397949,18.866544723510742,0.1,0.0
4300,436.180000000028,459.15300000002566,3693,0.4398502707481384,22.799570083618164,0.1,0.0
4301,422.92000000002287,458.54240000002557,3304,0.2932249903678894,17.18838882446289,0.1,0.125
4302,401.4400000000178,457.4490000000255,2452,0.5449821949005127,16.1679630279541,0.1,0.25
4303,461.57000000003114,456.5480000000254,4054,0.5796862840652466,14.775882720947266,0.1,0.0
4304,418.02000000002147,456.0567000000254,2869,0.18784596025943756,20.726215362548828,0.1,0.25
4305,586.9000000000345,455.1874000000253,4491,0.6741296052932739,15.133098602294922,0.1,0.125
4306,405.30000000002326,456.6969000000255,3151,0.38498014211654663,18.609617233276367,0.1,0.0
4307,454.97000000002964,455.7444000000255,3844,9.392210006713867,21.413251876831055,0.1,0.25
4308,461.93000000002064,454.86960000002546,2773,0.5482861995697021,21.12062644958496,0.1,0.0
4309,476.9500000000285,455.0291000000255,3946,0.3122608959674835,23.137489318847656,0.1,0.0
4310,335.19000000001546,455.91200000002556,2667,0.34478628635406494,11.593711853027344,0.1,0.25
4311,470.4400000000208,454.8885000000254,2837,0.267017126083374,13.627897262573242,0.1,0.125
4312,449.1200000000281,454.6114000000253,3749,0.384371817111969,17.215953826904297,0.1,0.0
4313,446.13000000002586,453.77610000002534,3438,0.32003864645957947,14.440778732299805,0.1,0.25
4314,501.22000000002595,453.7956000000254,3519,0.8787086009979248,20.583057403564453,0.1,0.125
4315,441.37000000002763,453.9371000000254,3719,2.0503082275390625,12.614280700683594,0.1,0.0
4316,368.6400000000185,453.84840000002526,3387,0.3067542016506195,17.087215423583984,0.1,0.0
4317,459.3200000000308,453.18220000002526,3989,0.45056870579719543,17.585344314575195,0.1,0.25
4318,477.540000000029,452.4904000000253,3827,0.5489051938056946,12.265364646911621,0.1,0.125
4319,538.0600000000333,452.6082000000253,4070,1.0744715929031372,14.93521785736084,0.1,0.125
4320,373.3300000000192,453.07750000002545,3118,1.5981998443603516,17.310813903808594,0.1,0.0
4321,353.23000000001747,451.9035000000253,2923,0.5755385160446167,20.375423431396484,0.1,0.125
4322,463.6800000000352,450.05500000002525,4493,2.5727574825286865,21.972064971923828,0.1,0.25
4323,432.58000000002085,450.99200000002537,3323,0.7678912878036499,19.546709060668945,0.1,0.0
4324,470.3500000000286,450.48300000002536,3881,0.24442040920257568,15.269229888916016,0.1,0.0
4325,377.24000000002695,450.5961000000254,3597,1.1162793636322021,21.09180450439453,0.1,0.0
4326,368.8500000000189,448.76420000002537,2756,0.18431620299816132,9.909114837646484,0.1,0.0
4327,306.82000000001705,446.90100000002514,3234,1.247144341468811,17.340816497802734,0.1,0.0
4328,337.1900000000145,445.65660000002504,3312,0.26731371879577637,13.486862182617188,0.1,0.0
4329,420.69000000001495,444.941100000025,2727,0.7850488424301147,17.938831329345703,0.1,0.0
4330,433.63000000003035,444.21240000002484,4363,0.49166351556777954,24.067541122436523,0.1,0.0
4331,560.6400000000411,443.31310000002486,4782,0.9088449478149414,21.709327697753906,0.1,0.0
4332,383.1600000000248,444.8692000000251,3265,0.17855149507522583,10.783259391784668,0.1,0.125
4333,460.26000000002807,443.1309000000249,3780,1.9974627494812012,15.457798957824707,0.1,0.25
4334,308.7400000000174,443.173300000025,2492,0.612098753452301,12.265020370483398,0.1,0.125
4335,383.3200000000243,440.98970000002487,3209,1.172571063041687,18.63784408569336,0.1,0.0
4336,441.42000000002207,440.67000000002474,2929,0.3707311451435089,17.782875061035156,0.1,0.125
4337,503.5700000000304,439.7259000000247,3899,1.1101531982421875,22.467885971069336,0.1,0.0
4338,462.8800000000279,439.8662000000247,3873,0.406815767288208,15.993783950805664,0.1,0.0
4339,348.99000000001325,439.6866000000247,2522,0.4372989535331726,21.79901123046875,0.1,0.0
4340,494.4600000000299,438.3080000000246,3810,2.682257890701294,23.928056716918945,0.1,0.0
4341,426.9000000000251,438.4198000000247,3301,0.9319800138473511,20.42588996887207,0.1,0.125
4342,576.5700000000323,438.1835000000247,4104,0.4337127208709717,20.953819274902344,0.1,0.0
4343,401.05000000002025,439.75820000002483,3626,1.4008595943450928,23.80632781982422,0.1,0.125
4344,448.9800000000229,438.90390000002475,3093,0.7234091758728027,17.54515266418457,0.1,0.25
4345,479.790000000024,438.7178000000248,3117,0.5670469999313354,17.354833602905273,0.1,0.0
4346,328.1400000000284,437.9319000000247,3717,0.7853739261627197,15.104722023010254,0.1,0.125
4347,519.8900000000305,435.82220000002474,3737,0.32511869072914124,13.608834266662598,0.1,0.0
4348,556.4100000000427,437.1933000000249,4870,0.8012394309043884,13.052793502807617,0.1,0.125
4349,391.5600000000244,438.22090000002504,3225,1.00828218460083,15.805658340454102,0.1,0.0
4350,344.9400000000198,437.19940000002504,2707,0.5765330791473389,17.06634521484375,0.1,0.25
4351,471.4200000000296,436.776300000025,3869,0.7887130379676819,16.080209732055664,0.1,0.5
4352,468.97000000003175,438.7018000000252,4084,1.8883823156356812,22.2774658203125,0.1,0.0
4353,465.27000000003153,438.0658000000252,4139,0.876129150390625,22.74480628967285,0.1,0.25
4354,356.28000000001947,438.88860000002524,3238,0.21107691526412964,23.32986068725586,0.1,0.375
4355,461.3900000000175,438.61470000002527,2577,0.45357611775398254,17.911354064941406,0.1,0.125
4356,410.62000000003025,438.3615000000251,3974,0.7731181979179382,23.10723114013672,0.1,0.25
4357,418.850000000023,438.23140000002525,3091,1.4661704301834106,24.36241912841797,0.1,0.125
4358,320.7500000000165,437.4323000000251,2996,0.8837268352508545,19.79987144470215,0.1,0.125
4359,431.55000000001576,436.193800000025,2831,0.3305733799934387,24.991987228393555,0.1,0.125
4360,383.0900000000162,436.10510000002506,3672,1.2250916957855225,24.881366729736328,0.1,0.125
4361,527.7900000000286,435.21300000002486,3582,0.7874819040298462,13.88143539428711,0.1,0.0
4362,395.49000000002184,436.94800000002505,2987,0.9092438220977783,8.785028457641602,0.1,0.125
4363,496.81000000001995,435.927000000025,2960,0.4515697956085205,13.779352188110352,0.1,0.125
4364,478.180000000035,436.65890000002497,4443,1.415055274963379,16.12731170654297,0.1,0.0
4365,525.6300000000339,437.1235000000251,4083,1.830674648284912,21.03925323486328,0.1,0.0
4366,415.28000000002135,437.9298000000252,3073,9.552533149719238,25.54599380493164,0.1,0.0
4367,281.32000000001796,437.2871000000251,3194,0.6233872175216675,21.19196128845215,0.1,0.0
4368,413.0000000000304,436.12970000002514,3956,1.6125046014785767,17.257179260253906,0.1,0.0
4369,511.1500000000226,436.3546000000252,2981,9.84373664855957,16.66116714477539,0.1,0.125
4370,546.280000000033,437.86460000002523,4163,0.5134357810020447,12.499618530273438,0.1,0.125
4371,355.27000000001954,439.1018000000253,3729,0.4600635766983032,16.970062255859375,0.1,0.0
4372,489.68000000003144,438.50740000002514,3908,0.7867063879966736,18.016029357910156,0.1,0.0
4373,498.05000000002303,440.20040000002524,3541,0.2973206639289856,18.531513214111328,0.1,0.0
4374,397.85000000003015,439.5798000000252,3861,0.9056165218353271,23.070213317871094,0.1,0.125
4375,414.76000000002614,437.7836000000251,3635,0.5770447254180908,16.27780532836914,0.1,0.0
4376,535.630000000042,436.57720000002513,5103,1.0455442667007446,20.33312225341797,0.1,0.25
4377,462.3000000000281,437.0704000000252,3656,0.6059790849685669,26.894073486328125,0.1,0.125
4378,505.0300000000227,437.6330000000253,3118,0.7907090783119202,9.059680938720703,0.1,0.0
4379,398.31000000002194,436.9687000000251,2970,0.680770993232727,15.117049217224121,0.1,0.0
4380,440.6500000000244,437.29190000002507,3241,0.8457663059234619,21.092208862304688,0.1,0.0
4381,501.8500000000279,436.512400000025,3516,2.4628567695617676,14.208112716674805,0.1,0.125
4382,360.7200000000135,437.31770000002524,3599,0.31943848729133606,10.364642143249512,0.1,0.125
4383,446.44000000002137,437.4741000000252,2897,1.39371919631958,13.892569541931152,0.1,0.25
4384,435.6600000000288,436.5125000000251,3915,0.4007844924926758,27.32293128967285,0.1,0.0
4385,577.6000000000421,436.83160000002516,4881,0.7408077716827393,21.918701171875,0.1,0.125
4386,369.7800000000109,438.74340000002536,2628,0.7580453157424927,22.48072052001953,0.1,0.0
4387,451.1400000000248,437.5409000000252,3342,0.42448365688323975,17.615739822387695,0.1,0.125
4388,549.2000000000273,438.5351000000253,3361,0.6031991839408875,25.19066619873047,0.1,0.0
4389,405.2800000000221,440.5059000000253,2983,0.3252866268157959,24.475614547729492,0.1,0.125
4390,437.2500000000217,439.0680000000252,2971,40.00934600830078,19.953346252441406,0.1,0.25
4391,398.55000000001763,438.65630000002517,2941,0.7893723249435425,20.355525970458984,0.1,0.125
4392,414.0100000000182,438.2886000000251,3015,0.6568986177444458,18.467748641967773,0.1,0.125
4393,463.60000000002833,438.1517000000251,3911,0.903067946434021,20.48092269897461,0.1,0.0
4394,444.8400000000262,438.7753000000251,3517,0.7138920426368713,20.41008758544922,0.1,0.0
4395,444.5600000000199,439.0283000000252,2700,0.7121083736419678,22.119731903076172,0.1,0.25
4396,385.10000000002265,438.24180000002497,2996,0.4946156144142151,19.326435089111328,0.1,0.0
4397,435.86000000002076,438.005900000025,2845,0.21837052702903748,18.965076446533203,0.1,0.375
4398,443.87000000002746,438.437600000025,4114,16.773561477661133,13.039600372314453,0.1,0.0
4399,368.90000000001805,438.7930000000251,3061,0.22894179821014404,17.22549819946289,0.1,0.125
4400,401.3500000000209,437.8333000000249,2931,0.42498648166656494,19.900999069213867,0.1,0.0
4401,532.4300000000295,437.4850000000248,3583,0.916659414768219,19.19207191467285,0.1,0.375
4402,435.7300000000158,438.58010000002486,2723,0.30434972047805786,19.627185821533203,0.1,0.0
4403,495.46000000002203,438.92300000002484,3320,2.0762131214141846,13.350290298461914,0.1,0.0
4404,428.9800000000257,439.2619000000248,3408,1.2664530277252197,14.0126953125,0.1,0.25
4405,411.44000000003473,439.3715000000248,4457,0.2689371705055237,18.246797561645508,0.1,0.0
4406,430.2300000000219,437.6169000000248,2923,3.184098243713379,23.75796127319336,0.1,0.125
4407,404.88000000001597,437.86620000002483,2758,0.8494824767112732,15.005624771118164,0.1,0.125
4408,414.51000000002705,437.3653000000247,4025,0.5857616066932678,20.00088882446289,0.1,0.25
4409,512.9700000000327,436.8911000000247,4319,0.19963163137435913,18.192777633666992,0.1,0.0
4410,512.7700000000372,437.2513000000248,4549,0.19963163137435913,18.192777633666992,0.1,0.0
4411,472.1500000000261,439.02710000002503,3466,4.677556037902832,18.292449951171875,0.1,0.375
4412,567.8000000000395,439.044200000025,4651,1.0664228200912476,16.006013870239258,0.1,0.125
4413,597.3100000000358,440.2310000000252,4235,0.4559914469718933,18.937313079833984,0.1,0.0
4414,475.7300000000237,441.7428000000252,3818,0.6233601570129395,22.427799224853516,0.1,0.0
4415,482.75000000002586,441.48790000002526,3321,1.8310861587524414,25.751054763793945,0.1,0.125
4416,401.15000000002317,441.9017000000253,3351,0.3173295855522156,24.767559051513672,0.1,0.375
4417,440.5200000000282,442.2268000000253,3814,0.9815647602081299,15.530357360839844,0.1,0.25
4418,483.87000000002956,442.0388000000253,4039,1.092350721359253,14.48382568359375,0.1,0.125
4419,455.1500000000249,442.1021000000253,3341,0.16908124089241028,17.06411361694336,0.1,0.25
4420,516.3500000000324,441.2730000000252,3966,0.4964386224746704,21.572895050048828,0.1,0.125
4421,404.3400000000146,442.70320000002533,2817,0.9470718502998352,24.895885467529297,0.1,0.125
4422,456.3100000000258,443.21430000002533,3385,0.4600074589252472,21.458908081054688,0.1,0.0
4423,398.3500000000306,443.14060000002513,3961,0.5194611549377441,15.732755661010742,0.1,0.125
4424,562.4600000000329,442.7983000000253,4140,0.6875251531600952,20.95282554626465,0.1,0.0
4425,364.0600000000219,443.71940000002525,3020,0.9048149585723877,17.673786163330078,0.1,0.125
4426,557.2300000000413,443.58760000002525,4878,2.369135856628418,13.229109764099121,0.1,0.125
4427,310.2300000000195,445.4714000000255,3513,0.752557635307312,16.09250831604004,0.1,0.125
4428,440.320000000026,445.5055000000255,3444,0.5315173268318176,19.652132034301758,0.1,0.0
4429,440.11000000002366,446.5368000000256,3145,0.4319734275341034,23.55883026123047,0.1,0.25
4430,388.9300000000127,446.73100000002574,2793,0.49666839838027954,25.14841079711914,0.1,0.25
4431,425.53000000002544,446.28400000002557,3763,1.0805084705352783,24.659330368041992,0.1,0.0
4432,412.52000000001567,444.9329000000255,3144,0.6992050409317017,20.49599838256836,0.1,0.375
4433,393.26000000001767,445.2265000000254,2780,0.4857582747936249,30.781089782714844,0.1,0.0
4434,311.7500000000209,444.55650000002527,2941,0.6094760894775391,17.239952087402344,0.1,0.0
4435,407.52000000002255,444.58660000002527,3014,0.45005813241004944,15.970525741577148,0.1,0.125
4436,449.6800000000249,444.82860000002535,3298,0.8595404028892517,11.400869369506836,0.1,0.125
4437,443.25000000002666,444.9112000000252,3451,0.33609580993652344,11.62032413482666,0.1,0.125
4438,508.6500000000341,444.3080000000253,4286,0.5680886507034302,16.267292022705078,0.1,0.0
4439,383.0600000000228,444.7657000000252,3320,2.1476247310638428,18.79685401916504,0.1,0.0
4440,477.07000000003313,445.1064000000253,4289,0.30650168657302856,22.110918045043945,0.1,0.0
4441,439.61000000002787,444.9325000000253,3645,0.5680367350578308,27.972366333007812,0.1,0.0
4442,437.2300000000226,445.0596000000254,3173,0.6062631011009216,16.963088989257812,0.1,0.0
4443,457.50000000001586,443.66620000002536,3081,1.1368849277496338,20.185020446777344,0.1,0.0
4444,333.3900000000154,444.2307000000253,2337,0.38346341252326965,21.841747283935547,0.1,0.0
4445,425.32000000002336,443.0748000000252,3254,1.3220821619033813,16.287025451660156,0.1,0.0
4446,413.8400000000235,442.53010000002513,3152,0.6302875280380249,13.718378067016602,0.1,0.25
4447,487.6600000000305,443.3871000000251,3975,0.1954525113105774,16.87779998779297,0.1,0.0
4448,592.5700000000368,443.0648000000251,4419,0.8045117259025574,12.495231628417969,0.1,0.125
4449,454.4800000000408,443.42640000002507,5228,1.0252931118011475,11.023731231689453,0.1,0.25
4450,458.150000000026,444.0556000000252,3471,0.483569473028183,16.469223022460938,0.1,0.25
4451,466.99000000002763,445.1877000000253,3692,0.41522881388664246,19.153907775878906,0.1,0.125
4452,498.97000000003095,445.1434000000252,3934,0.7564269304275513,26.652313232421875,0.1,0.0
4453,475.4000000000257,445.44340000002524,3516,0.3237069845199585,22.954771041870117,0.1,0.0
4454,431.8200000000214,445.5447000000251,3189,0.5198254585266113,18.744319915771484,0.1,0.125
4455,368.30000000002303,446.30010000002517,3031,1.0444550514221191,19.385875701904297,0.1,0.125
4456,402.1900000000236,445.36920000002533,3827,0.5631363391876221,13.245083808898926,0.1,0.125
4457,420.2200000000284,445.28490000002523,3684,0.31735190749168396,12.723488807678223,0.1,0.125
4458,495.3200000000277,445.2986000000253,3399,0.6928867101669312,13.330414772033691,0.1,0.125
4459,302.1500000000121,447.0443000000255,3166,0.2347957044839859,15.554449081420898,0.1,0.125
4460,383.39000000002517,445.7503000000254,3507,0.1755427122116089,10.534605026245117,0.1,0.0
4461,557.0900000000318,445.7533000000255,4517,0.29311782121658325,14.280430793762207,0.1,0.125
4462,553.9600000000385,446.0463000000255,4655,0.5537533760070801,19.269704818725586,0.1,0.25
4463,420.63000000003507,447.6310000000256,4453,0.9500172138214111,15.249137878417969,0.1,0.25
4464,431.0500000000321,446.8692000000258,4076,0.5983119010925293,10.606003761291504,0.1,0.0
4465,372.62000000001655,446.39790000002574,3334,0.5197156667709351,14.065929412841797,0.1,0.0
4466,371.620000000016,444.8678000000256,3469,0.6716936826705933,17.62653350830078,0.1,0.125
4467,350.94000000001625,444.43120000002557,2872,0.7480641007423401,24.104116439819336,0.1,0.125
4468,432.6700000000395,445.1274000000256,4984,0.10839734971523285,16.997907638549805,0.1,0.125
4469,482.22000000003453,445.32410000002574,4559,0.7401654124259949,13.148741722106934,0.1,0.0
4470,519.5700000000254,445.0348000000259,3289,0.9590011835098267,19.472347259521484,0.1,0.125
4471,440.12000000003485,444.7677000000258,4914,0.31478267908096313,25.169185638427734,0.1,0.125
4472,504.7100000000214,445.6162000000259,3030,0.45096972584724426,15.175212860107422,0.1,0.125
4473,397.82000000001653,445.76650000002576,2909,1.011027216911316,19.207063674926758,0.1,0.0
4474,489.1300000000215,444.76420000002565,3408,2.1945042610168457,20.940034866333008,0.1,0.0
4475,503.29000000003623,445.67700000002543,4407,0.765682578086853,19.962871551513672,0.1,0.125
4476,475.6400000000234,446.56230000002563,3147,1.9861220121383667,14.726531982421875,0.1,0.25
4477,513.5500000000271,445.96240000002547,3611,0.43821537494659424,16.677711486816406,0.1,0.25
4478,323.73000000001997,446.4749000000254,2898,0.410006046295166,18.80255126953125,0.1,0.125
4479,524.430000000025,444.6619000000254,3218,0.544275164604187,23.26723289489746,0.1,0.0
4480,370.840000000017,445.9231000000254,2867,2.2278695106506348,16.780029296875,0.1,0.125
4481,523.1200000000251,445.2250000000254,3354,1.296553134918213,17.049694061279297,0.1,0.375
4482,480.32000000002864,445.43770000002536,3759,1.1470173597335815,20.946956634521484,0.1,0.0
4483,522.5300000000302,446.6337000000255,3858,0.9576646089553833,19.015554428100586,0.1,0.125
4484,441.9200000000238,447.3946000000256,3179,0.5363987684249878,21.767353057861328,0.1,0.125
4485,548.6600000000277,447.4572000000255,3330,1.20915687084198,20.61508560180664,0.1,0.125
4486,477.3300000000258,447.16780000002547,3488,0.7823302745819092,22.165393829345703,0.1,0.125
4487,446.2600000000359,448.24330000002556,4730,2.323673725128174,13.981473922729492,0.1,0.0
4488,474.9100000000285,448.19450000002576,3740,0.48445776104927063,17.523914337158203,0.1,0.25
4489,580.6400000000275,447.45160000002573,3397,0.6711241006851196,20.7487735748291,0.1,0.0
4490,446.5000000000338,449.2052000000258,4261,0.21828611195087433,11.085790634155273,0.1,0.125
4491,454.5500000000266,449.29770000002594,3426,1.0781378746032715,8.712994575500488,0.1,0.0
4492,431.5100000000251,449.857700000026,3300,0.6019554734230042,11.97981071472168,0.1,0.25
4493,511.8000000000244,450.03270000002607,3236,0.41333407163619995,24.16754913330078,0.1,0.125
4494,640.8300000000412,450.51470000002604,4673,0.5434756278991699,13.475473403930664,0.1,0.25
4495,425.99000000002144,452.4746000000261,2877,0.8206092119216919,20.569486618041992,0.1,0.125
4496,430.15000000002186,452.2889000000261,2901,1.5827096700668335,22.916763305664062,0.1,0.0
4497,458.7200000000309,452.7394000000261,3949,0.32007360458374023,18.055225372314453,0.1,0.125
4498,556.6900000000294,452.9680000000262,3592,1.0051320791244507,22.758331298828125,0.1,0.125
4499,408.6000000000198,454.0962000000263,3001,0.9669005870819092,15.683862686157227,0.1,0.125
4500,528.100000000028,454.4932000000263,3516,1.4688080549240112,14.007524490356445,0.1,0.375
4501,528.3400000000316,455.76070000002636,4487,1.898561954498291,16.97748374938965,0.1,0.0
4502,566.1800000000292,455.71980000002645,3643,0.6327919960021973,12.130233764648438,0.1,0.0
4503,490.7000000000214,457.0243000000266,2871,0.5189887285232544,17.112350463867188,0.1,0.0
4504,490.1800000000282,456.9767000000265,3848,0.8089467287063599,25.420894622802734,0.1,0.125
4505,560.0900000000375,457.58870000002656,4492,0.6307560205459595,19.63265037536621,0.1,0.125
4506,482.0700000000243,459.0752000000266,3234,0.8540144562721252,23.685115814208984,0.1,0.25
4507,435.24000000001337,459.59360000002664,2537,0.36076462268829346,26.47994041442871,0.1,0.125
4508,469.4500000000266,459.8972000000265,3461,0.3499029874801636,20.405696868896484,0.1,0.25
4509,427.85000000002407,460.4466000000266,3231,0.7877712845802307,13.125795364379883,0.1,0.0
4510,536.8700000000221,459.5954000000264,3079,1.4209613800048828,12.843392372131348,0.1,0.125
4511,452.97000000002623,459.83640000002634,3684,0.9111852645874023,17.108383178710938,0.1,0.25
4512,533.5200000000312,459.64460000002634,3964,9.098043441772461,19.907325744628906,0.1,0.0
4513,521.0400000000271,459.3018000000263,3397,0.45938676595687866,21.463401794433594,0.1,0.125
4514,451.3800000000208,458.5391000000262,2843,0.5376315116882324,19.883392333984375,0.1,0.0
4515,498.38000000002626,458.2956000000262,3573,1.2342145442962646,22.91562271118164,0.1,0.125
4516,432.8600000000268,458.4519000000262,3475,0.38999122381210327,25.006221771240234,0.1,0.0
4517,466.71000000002846,458.7690000000262,3720,0.6550794839859009,17.71364402770996,0.1,0.0
4518,476.92000000002133,459.0309000000262,3139,1.906838297843933,26.32367706298828,0.1,0.0
4519,489.72000000002487,458.9614000000261,3299,1.162658929824829,13.911227226257324,0.1,0.0
4520,456.7700000000261,459.307100000026,3519,0.9417932033538818,24.995725631713867,0.1,0.125
4521,476.09000000002624,458.71130000002603,3472,0.6216700673103333,12.506561279296875,0.1,0.0
4522,403.46000000002675,459.4288000000261,3570,0.39745858311653137,18.68842315673828,0.1,0.0
4523,449.33000000003034,458.9003000000261,4148,1.4450910091400146,25.038822174072266,0.1,0.0
4524,448.5300000000315,459.41010000002615,4123,0.7731272578239441,16.241191864013672,0.1,0.125
4525,429.05000000001945,458.27080000002616,2766,2.051029920578003,20.290298461914062,0.1,0.0
4526,405.4800000000198,458.92070000002605,2828,0.3146311938762665,18.68083953857422,0.1,0.0
