Episode,TotalReward
1,-29.310000000000542
2,-22.78999999999965
3,-12.079999999999616
4,-28.009999999999806
5,-31.90000000000056
6,-15.159999999999538
7,-31.53000000000018
8,-32.590000000000146
9,-24.01999999999955
10,-21.06999999999953
11,-24.309999999999555
12,-23.109999999999566
13,-21.5399999999995
14,-24.72999999999943
15,-33.52000000000039
16,-23.899999999999366
17,-17.53999999999963
18,-16.17999999999948
19,-11.949999999999386
20,-4.269999999999484
21,-7.389999999999451
22,-16.699999999999335
23,-2.3899999999998753
24,-8.079999999999202
25,-16.759999999999426
26,-17.8699999999995
27,-14.989999999999512
28,-7.540000000001736
29,3.9100000000005757
30,-2.81000000000033
31,-9.999999999999263
32,-15.75999999999944
33,-2.449999999999527
34,-5.1700000000025454
35,-2.8799999999991464
36,-7.830000000001086
37,12.71999999999744
38,18.119999999998186
39,11.209999999995125
40,10.219999999995752
41,-5.090000000000358
42,-9.250000000000101
43,9.320000000000407
44,-0.9099999999996697
45,2.179999999999742
46,-2.0599999999992384
47,14.439999999997445
48,39.7300000000003
49,-7.100000000001016
50,8.299999999997928
51,2.3199999999979806
52,15.699999999997525
53,-4.359999999999333
54,-0.7500000000035794
55,-2.9600000000007594
56,-3.789999999999706
57,3.6099999999973935
58,11.439999999995374
59,17.75000000000353
60,4.769999999997278
61,5.149999999998958
62,30.049999999999052
63,21.31000000000374
64,3.439999999996342
65,24.420000000003185
66,5.439999999994546
67,1.91000000000051
68,-13.65999999999935
69,-15.159999999999595
70,7.649999999999695
71,13.299999999997071
72,19.019999999995918
73,-10.539999999999234
74,13.169999999996518
75,-2.3399999999997547
76,15.099999999999378
77,9.259999999997154
78,18.870000000001944
79,20.979999999998547
80,21.61000000000314
81,6.549999999999992
82,4.589999999997691
83,-9.109999999999328
84,7.609999999997024
85,36.220000000006046
86,-16.07999999999935
87,7.729999999999327
88,-2.160000000002997
89,16.439999999996694
90,8.109999999998449
91,26.030000000000264
92,33.58000000000477
93,7.369999999999072
94,7.290000000000147
95,21.38999999999772
96,15.739999999998476
97,-5.049999999999502
98,15.329999999997655
99,41.9700000000033
100,-5.559999999999472
101,10.369999999998358
102,24.480000000003734
103,11.279999999999815
104,-1.769999999999543
105,2.7299999999956484
106,14.51000000000102
107,2.409999999995529
108,-4.249999999999201
109,25.760000000001845
110,26.130000000001836
111,-16.30999999999934
112,12.43999999999828
113,25.91999999999843
114,3.3699999999954766
115,-9.3699999999995
116,26.030000000002183
117,4.249999999997067
118,6.41999999999822
119,13.689999999999019
120,7.599999999994617
121,10.02999999999592
122,5.519999999996761
123,4.170000000000048
124,19.01999999999685
125,34.88000000000035
126,4.229999999997444
127,-9.429999999999472
128,6.519999999996783
129,7.349999999996664
130,2.9399999999989905
131,-0.350000000003158
132,14.729999999998151
133,14.589999999999756
134,35.31000000000022
135,15.86000000000236
136,12.46999999999541
137,2.9599999999971924
138,2.3399999999947934
139,39.06000000000316
140,-4.48999999999924
141,31.350000000002318
142,16.30000000000142
143,6.9899999999996485
144,23.660000000001993
145,12.799999999996183
146,30.010000000005256
147,15.849999999997204
148,26.380000000003406
149,2.1500000000003627
150,1.4499999999979796
151,14.33999999999734
152,18.08000000000382
153,13.659999999997131
154,28.9100000000023
155,17.829999999998833
156,-3.710000000003891
157,6.669999999996479
158,2.6599999999958452
159,6.229999999998183
160,9.619999999994564
161,7.319999999997842
162,56.59999999998909
163,8.40999999999771
164,5.380000000000241
165,41.329999999997675
166,-5.080000000000619
167,3.439999999996715
168,1.9699999999965918
169,6.3499999999974275
170,28.170000000005658
171,27.459999999996796
172,6.519999999995802
173,22.84000000000468
174,18.03999999999752
175,28.860000000001982
176,12.319999999995966
177,8.469999999999006
178,5.659999999996865
179,27.129999999999256
180,48.440000000002456
181,10.34999999999816
182,8.509999999996454
183,-4.2699999999999765
184,12.699999999998072
185,4.9999999999954845
186,11.97999999999661
187,45.69000000000488
188,12.499999999996762
189,-2.9200000000041353
190,23.87999999999988
191,21.370000000001255
192,9.009999999996216
193,18.16999999999969
194,14.299999999999928
195,4.379999999999415
196,20.490000000005196
197,14.149999999998363
198,10.09999999999779
199,14.810000000001205
200,9.719999999996924
201,27.76000000000058
202,6.459999999999111
203,34.010000000001156
204,8.529999999995512
205,26.070000000003418
206,-8.459999999999635
207,-6.090000000002015
208,24.110000000001044
209,-11.619999999999566
210,29.00000000000103
211,14.749999999999195
212,8.169999999995158
213,19.9500000000003
214,27.099999999996015
215,31.330000000001206
216,13.469999999996451
217,-5.2799999999994975
218,8.409999999994776
219,25.580000000001505
220,-3.4099999999993944
221,23.970000000001058
222,13.55999999999917
223,18.559999999996855
224,13.400000000000096
225,13.799999999997775
226,9.199999999995596
227,49.00000000000621
228,1.6399999999966468
229,12.969999999995354
230,43.810000000003555
231,35.57000000000579
232,-3.170000000000191
233,18.910000000002746
234,0.7299999999977551
235,12.859999999997791
236,25.82999999999989
237,44.72999999999449
238,35.35000000000034
239,8.669999999994987
240,44.38000000000359
241,25.870000000004794
242,23.910000000001332
243,62.36999999999973
244,53.98999999999093
245,24.630000000003
246,8.969999999999706
247,-1.5899999999992627
248,26.04999999999889
249,39.20000000000021
250,3.679999999997179
251,26.220000000000645
252,28.60000000000197
253,8.79999999999672
254,31.340000000005844
255,39.28000000000354
256,23.22000000000282
257,28.62000000000009
258,-5.429999999999905
259,49.80000000000204
260,22.43000000000258
261,50.59999999999338
262,59.769999999993935
263,28.37000000000112
264,13.299999999995935
265,23.200000000004067
266,17.63999999999971
267,19.259999999999366
268,25.4500000000035
269,35.97000000000294
270,24.370000000001646
271,26.949999999999157
272,2.339999999998623
273,36.31000000000243
274,21.829999999999167
275,0.7700000000007492
276,50.59000000000457
277,-4.429999999999584
278,31.180000000000703
279,49.32999999999501
280,45.27000000000216
281,40.00000000000583
282,72.3799999999865
283,29.360000000002557
284,11.519999999998427
285,28.450000000002547
286,18.219999999999196
287,1.6099999999994878
288,21.690000000002414
289,19.780000000000626
290,37.7500000000059
291,10.409999999996485
292,19.960000000000782
293,29.33000000000328
294,34.00000000000355
295,17.00999999999904
296,39.890000000002054
297,17.799999999999343
298,24.480000000002804
299,15.350000000003183
300,35.69000000000408
301,24.360000000001385
302,18.960000000001052
303,23.800000000002996
304,19.20000000000242
305,47.10000000000637
306,20.559999999996634
307,12.779999999996852
308,8.219999999997002
309,14.32999999999865
310,3.5499999999975262
311,22.59000000000396
312,27.250000000002537
313,31.60000000000276
314,21.610000000001527
315,56.150000000000155
316,48.29000000000115
317,25.92000000000079
318,30.329999999999863
319,21.029999999997912
320,59.52999999999616
321,29.09000000000082
322,11.489999999996966
323,45.19000000000353
324,24.040000000006337
325,46.300000000003074
326,19.359999999999488
327,32.64999999999894
328,6.979999999998805
329,65.41999999999263
330,29.450000000004366
331,21.09999999999806
332,23.02999999999782
333,43.990000000002105
334,56.51999999999172
335,2.9399999999977435
336,17.479999999999634
337,29.25000000000467
338,26.38000000000143
339,38.15999999999897
340,42.86000000000256
341,58.599999999996335
342,25.8499999999988
343,31.429999999999602
344,13.499999999996708
345,23.420000000005835
346,8.909999999999359
347,21.250000000000192
348,36.37000000000297
349,15.50999999999627
350,35.8300000000039
351,18.609999999997484
352,39.21000000000123
353,29.49000000000069
354,27.61000000000284
355,42.33000000000473
356,7.729999999996009
357,19.440000000002385
358,18.12999999999903
359,6.659999999995881
360,33.64000000000299
361,20.860000000003296
362,22.35000000000319
363,61.31000000000166
364,19.920000000004535
365,56.31999999999247
366,17.679999999998984
367,11.989999999999208
368,30.359999999999665
369,65.19999999999584
370,84.87999999999224
371,10.869999999997885
372,34.5200000000023
373,47.72000000000192
374,22.18999999999744
375,51.51000000000001
376,55.67000000000106
377,3.369999999995862
378,29.160000000000025
379,35.60000000000255
380,36.800000000005724
381,42.10000000000658
382,38.86000000000321
383,45.84000000000361
384,14.26000000000103
385,86.27999999999312
386,32.02999999999983
387,32.580000000003764
388,38.31000000000205
389,51.83000000000024
390,56.93000000000213
391,12.740000000000338
392,32.16000000000302
393,34.52000000000665
394,25.799999999999585
395,29.53000000000509
396,35.60000000000445
397,36.210000000003156
398,49.210000000005
399,46.66000000000274
400,0.3999999999971955
401,37.060000000001224
402,67.27999999999244
403,7.939999999995836
404,67.4699999999873
405,27.570000000002963
406,13.019999999997411
407,37.47000000000283
408,16.630000000001296
409,64.7500000000007
410,57.99999999999509
411,24.130000000004607
412,43.249999999999815
413,49.140000000003056
414,26.12999999999699
415,23.419999999998808
416,27.389999999999105
417,22.930000000001684
418,28.670000000004826
419,51.05999999999897
420,36.26000000000384
421,68.18999999999697
422,40.70000000000528
423,39.52000000000354
424,32.679999999999445
425,41.42000000000282
426,46.7600000000033
427,56.72999999999535
428,35.42000000000266
429,38.57000000000363
430,16.099999999996015
431,20.530000000005074
432,29.980000000003564
433,37.229999999998824
434,19.3400000000019
435,35.26000000000274
436,57.499999999998614
437,5.169999999998151
438,44.47000000000281
439,32.3300000000024
440,44.710000000003156
441,86.12999999999413
442,75.81999999999844
443,56.76999999999595
444,33.48000000000681
445,31.500000000002615
446,29.370000000003145
447,62.62000000000038
448,54.360000000004156
449,27.520000000004536
450,31.840000000004864
451,4.769999999995628
452,26.930000000004917
453,49.410000000002675
454,20.560000000002383
455,23.090000000000458
456,26.660000000000252
457,4.87999999999928
458,37.29000000000448
459,30.01000000000193
460,23.050000000004516
461,33.54000000000239
462,51.83000000000383
463,13.909999999998325
464,3.5699999999960497
465,61.339999999993715
466,60.32999999999334
467,21.159999999998746
468,17.999999999998103
469,20.56000000000087
470,26.880000000001615
471,68.96999999999412
472,67.01999999999967
473,52.32000000000163
474,55.849999999985464
475,32.519999999999996
476,32.8800000000044
477,35.99000000000472
478,10.609999999997695
479,5.229999999999592
480,28.60000000000184
481,48.030000000002865
482,24.21000000000157
483,25.24000000000283
484,31.840000000004338
485,40.100000000001906
486,40.2400000000021
487,60.44999999999434
488,47.32000000000601
489,8.599999999996667
490,36.300000000002385
491,9.959999999995768
492,21.500000000001975
493,41.530000000005266
494,29.810000000006156
495,32.00000000000249
496,20.709999999999482
497,15.889999999998343
498,29.97999999999763
499,9.499999999997618
500,47.900000000002784
501,46.940000000005966
502,36.4999999999999
503,18.45000000000006
504,35.590000000002576
505,48.95000000000103
506,42.18000000000247
507,33.41000000000166
508,36.530000000000854
509,41.25000000000328
510,18.43999999999641
511,18.519999999999968
512,63.80999999998182
513,22.95000000000411
514,29.880000000000948
515,33.3500000000049
516,26.580000000004077
517,34.90999999999754
518,28.150000000001334
519,27.010000000000595
520,18.439999999998136
521,46.49000000000482
522,27.160000000001716
523,25.880000000004593
524,20.989999999999426
525,31.290000000002983
526,21.96000000000079
527,39.550000000005404
528,34.710000000006076
529,24.71000000000347
530,24.96000000000351
531,31.180000000004355
532,25.75000000000088
533,40.8600000000058
534,21.00999999999754
535,28.59000000000389
536,12.969999999996949
537,22.870000000004538
538,33.70000000000088
539,53.43000000000482
540,51.55999999998583
541,33.670000000003995
542,39.0800000000047
543,3.679999999998323
544,43.430000000003936
545,46.0099999999958
546,35.270000000002476
547,52.160000000004274
548,20.35000000000234
549,51.43999999999857
550,42.770000000006185
551,26.830000000001384
552,39.63000000000066
553,27.82000000000145
554,68.429999999987
555,19.380000000001523
556,36.49000000000033
557,55.75000000000198
